transaction_date,ticker,executive,executive_title,security_type,acquisition_or_disposal,shares,share_price
2015-11-23,IBM,"MILLS, STEVEN A",Executive Vice President,Common Stock,D,80.0,138.24
2015-11-23,IBM,"MILLS, STEVEN A",Executive Vice President,Common Stock,D,1005.0,138.25
2015-11-23,IBM,"MILLS, STEVEN A",Executive Vice President,Common Stock,D,1361.0,138.26
2015-11-23,IBM,"MILLS, STEVEN A",Executive Vice President,Common Stock,D,601.0,138.27
2015-11-23,IBM,"MILLS, STEVEN A",Executive Vice President,Common Stock,D,1300.0,138.28
2015-11-23,IBM,"MILLS, STEVEN A",Executive Vice President,Common Stock,D,2117.0,138.29
2015-11-23,IBM,"MILLS, STEVEN A",Executive Vice President,Common Stock,D,195.0,138.3
2015-11-23,IBM,"MILLS, STEVEN A",Executive Vice President,Common Stock,D,3041.0,138.31
2015-11-19,IBM,"CLEMENTI, ERICH",Senior Vice President,Common Stock,D,200.0,137.35
2015-11-19,IBM,"CLEMENTI, ERICH",Senior Vice President,Common Stock,D,961.0,137.32
2015-11-19,IBM,"CLEMENTI, ERICH",Senior Vice President,Common Stock,D,200.0,137.31
2015-11-19,IBM,"CLEMENTI, ERICH",Senior Vice President,Common Stock,D,1300.0,137.33
2015-11-19,IBM,"CLEMENTI, ERICH",Senior Vice President,Common Stock,D,100.0,137.34
2015-11-19,IBM,"CLEMENTI, ERICH",Senior Vice President,Common Stock,D,656.0,137.37
2015-11-19,IBM,"CLEMENTI, ERICH",Senior Vice President,Phantom Stock Unit,A,16848.0,136.74
2015-11-19,IBM,"CLEMENTI, ERICH",Senior Vice President,Common Stock,D,9518.0,137.28
2015-11-19,IBM,"CLEMENTI, ERICH",Senior Vice President,Common Stock,D,514.0,137.27
2015-11-19,IBM,"CLEMENTI, ERICH",Senior Vice President,Common Stock,D,1400.0,137.26
2015-11-19,IBM,"CLEMENTI, ERICH",Senior Vice President,Common Stock,D,608.0,137.25
2015-11-19,IBM,"CLEMENTI, ERICH",Senior Vice President,Common Stock,D,100.0,137.24
2015-11-19,IBM,"CLEMENTI, ERICH",Senior Vice President,Common Stock,D,538.0,137.29
2015-11-19,IBM,"CLEMENTI, ERICH",Senior Vice President,Common Stock,D,305.0,137.3
2015-11-16,IBM,"ROSAMILIA, THOMAS W",Senior Vice President,Common Stock,D,681.0,132.56
2015-11-16,IBM,"ROSAMILIA, THOMAS W",Senior Vice President,Phantom Stock Unit,A,14962.0,133.71
2015-11-16,IBM,"ROSAMILIA, THOMAS W",Senior Vice President,Common Stock,D,1293.0,132.5
2015-11-16,IBM,"ROSAMILIA, THOMAS W",Senior Vice President,Common Stock,D,630.0,132.51
2015-11-16,IBM,"ROSAMILIA, THOMAS W",Senior Vice President,Common Stock,D,120.0,132.52
2015-11-16,IBM,"ROSAMILIA, THOMAS W",Senior Vice President,Common Stock,D,100.0,132.54
2015-11-16,IBM,"ROSAMILIA, THOMAS W",Senior Vice President,Common Stock,D,38.0,132.42
2015-11-16,IBM,"ROSAMILIA, THOMAS W",Senior Vice President,Common Stock,D,1123.0,132.44
2015-11-16,IBM,"ROSAMILIA, THOMAS W",Senior Vice President,Common Stock,D,1400.0,132.45
2015-11-16,IBM,"ROSAMILIA, THOMAS W",Senior Vice President,Common Stock,D,600.0,132.46
2015-11-16,IBM,"ROSAMILIA, THOMAS W",Senior Vice President,Common Stock,D,2805.0,132.47
2015-11-16,IBM,"ROSAMILIA, THOMAS W",Senior Vice President,Common Stock,D,510.0,132.48
2015-11-16,IBM,"ROSAMILIA, THOMAS W",Senior Vice President,Common Stock,D,5700.0,132.49
2015-11-13,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Phantom Stock Unit,A,10.0,131.75
2015-11-13,IBM,"RHODIN, MICHAEL D.",Senior Vice President,Phantom Stock Unit,A,13.0,131.75
2015-11-13,IBM,"KAVANAUGH, JAMES J",Senior Vice President,Phantom Stock Unit,A,6.0,131.75
2015-11-13,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,6.0,131.75
2015-11-06,IBM,"IWATA, JON C",Senior Vice President,Phantom Stock Unit,A,52.0,0.0
2015-11-06,IBM,"ARNOLD, COLLEEN F.",Senior Vice President,Phantom Stock Unit,A,48.0,0.0
2015-11-06,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Phantom Stock Unit,A,113.0,0.0
2015-11-06,IBM,"GHERSON, DIANE J",Senior Vice President,Phantom Stock Unit,A,17.0,0.0
2015-11-06,IBM,"KAVANAUGH, JAMES J",Senior Vice President,Phantom Stock Unit,A,40.0,0.0
2015-11-06,IBM,"KELLY, JOHN E III",Senior Vice President,Phantom Stock Unit,A,92.0,0.0
2015-11-06,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,51.0,0.0
2015-11-06,IBM,"KRISHNA, ARVIND",Senior Vice President,Phantom Stock Unit,A,116.0,0.0
2015-11-06,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Phantom Stock Unit,A,147.0,0.0
2015-11-06,IBM,"ROSAMILIA, THOMAS W",Senior Vice President,Phantom Stock Unit,A,13.0,0.0
2015-11-06,IBM,"LEBLANC, ROBERT J.",Senior Vice President,Phantom Stock Unit,A,131.0,0.0
2015-11-06,IBM,"MILLS, STEVEN A",Executive Vice President,Phantom Stock Unit,A,47.0,0.0
2015-11-06,IBM,"RHODIN, MICHAEL D.",Senior Vice President,Phantom Stock Unit,A,137.0,0.0
2015-11-06,IBM,"SCHROETER, MARTIN J",Sr. VP and CFO,Phantom Stock Unit,A,94.0,0.0
2015-11-06,IBM,"SUTULA, STANLEY J III","VP, Controller",Phantom Stock Unit,A,6.0,0.0
2015-11-06,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Phantom Stock Unit,A,137.0,0.0
2015-10-30,IBM,"RHODIN, MICHAEL D.",Senior Vice President,Phantom Stock Unit,A,12.0,140.08
2015-10-30,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Phantom Stock Unit,A,10.0,140.08
2015-10-30,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,5.0,140.08
2015-10-30,IBM,"KAVANAUGH, JAMES J",Senior Vice President,Phantom Stock Unit,A,6.0,140.08
2015-10-22,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,900.0,143.41
2015-10-22,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,100.0,143.35
2015-10-22,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,1200.0,143.37
2015-10-22,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,1200.0,143.39
2015-10-22,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,295.0,143.33
2015-10-22,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,500.0,143.63
2015-10-22,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,100.0,143.65
2015-10-22,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Phantom Stock Unit,A,11969.0,144.09
2015-10-22,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,100.0,143.53
2015-10-22,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,900.0,143.52
2015-10-22,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,3627.0,143.51
2015-10-22,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,773.0,143.5
2015-10-22,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,100.0,143.44
2015-10-22,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,200.0,143.58
2015-10-22,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,100.0,143.56
2015-10-22,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,2300.0,143.54
2015-10-22,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,100.0,143.62
2015-10-22,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,405.0,143.34
2015-10-22,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,1200.0,143.42
2015-10-22,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,400.0,143.43
2015-10-22,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,300.0,143.45
2015-10-22,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,400.0,143.46
2015-10-22,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,300.0,143.47
2015-10-22,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,400.0,143.48
2015-10-22,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,300.0,143.6
2015-10-22,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,800.0,143.4
2015-10-22,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,800.0,143.495
2015-10-22,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,700.0,143.59
2015-10-15,IBM,"KAVANAUGH, JAMES J",Senior Vice President,Phantom Stock Unit,A,5.0,150.09
2015-10-15,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,5.0,150.09
2015-10-15,IBM,"RHODIN, MICHAEL D.",Senior Vice President,Phantom Stock Unit,A,11.0,150.09
2015-10-15,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Phantom Stock Unit,A,9.0,150.09
2015-09-30,IBM,"ESKEW, MICHAEL L",Director,Promised Fee Share,A,604.0,144.97
2015-09-30,IBM,"TAUREL, SIDNEY",Director,Promised Fee Share,A,552.0,144.97
2015-09-30,IBM,"BELDA, ALAIN J P",Director,Promised Fee Share,A,518.0,144.97
2015-09-30,IBM,"CHENAULT, KENNETH I",Director,Promised Fee Share,A,518.0,144.97
2015-09-30,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Phantom Stock Unit,A,10.0,144.97
2015-09-30,IBM,"VOSER, PETER R.",Director,Promised Fee Share,A,518.0,144.97
2015-09-30,IBM,"RHODIN, MICHAEL D.",Senior Vice President,Phantom Stock Unit,A,11.0,144.97
2015-09-30,IBM,"OWENS, JAMES W",Director,Promised Fee Share,A,311.0,144.97
2015-09-30,IBM,"MCNERNEY, W JAMES JR",Director,Promised Fee Share,A,518.0,144.97
2015-09-30,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,5.0,144.97
2015-09-30,IBM,"BRODY, WILLIAM R MD PHD",Director,Promised Fee Share,A,518.0,144.97
2015-09-30,IBM,"LIVERIS, ANDREW N",Director,Promised Fee Share,A,518.0,144.97
2015-09-30,IBM,"SPERO, JOAN E",Director,Promised Fee Share,A,518.0,144.97
2015-09-30,IBM,"FARR, DAVID N",Director,Promised Fee Share,A,311.0,144.97
2015-09-30,IBM,"GORSKY, ALEX",Director,Promised Fee Share,A,518.0,144.97
2015-09-30,IBM,"JACKSON, SHIRLEY A",Director,Promised Fee Share,A,552.0,144.97
2015-09-30,IBM,"KAVANAUGH, JAMES J",Senior Vice President,Phantom Stock Unit,A,6.0,144.97
2015-09-15,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Phantom Stock Unit,A,9.0,147.53
2015-09-15,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,5.0,147.53
2015-09-15,IBM,"KAVANAUGH, JAMES J",Senior Vice President,Phantom Stock Unit,A,6.0,147.53
2015-09-15,IBM,"RHODIN, MICHAEL D.",Senior Vice President,Phantom Stock Unit,A,11.0,147.53
2015-08-31,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,5.0,147.89
2015-08-31,IBM,"RHODIN, MICHAEL D.",Senior Vice President,Phantom Stock Unit,A,11.0,147.89
2015-08-31,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Phantom Stock Unit,A,9.0,147.89
2015-08-31,IBM,"ROSAMILIA, THOMAS W",Senior Vice President,Common Stock,D,2700.0,147.38
2015-08-31,IBM,"KAVANAUGH, JAMES J",Senior Vice President,Phantom Stock Unit,A,6.0,147.89
2015-08-27,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,A,9425.0706,148.54
2015-08-26,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Common Stock,D,400.0,145.18
2015-08-26,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Common Stock,D,2450.0,145.17
2015-08-24,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Common Stock,D,3000.0,147.0
2015-08-24,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Common Stock,D,3000.0,144.0
2015-08-19,IBM,"ROSAMILIA, THOMAS W",Senior Vice President,Common Stock,D,84.0,0.0
2015-08-17,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Common Stock,D,6000.0,156.5
2015-08-14,IBM,"RHODIN, MICHAEL D.",Senior Vice President,Phantom Stock Unit,A,11.0,155.75
2015-08-14,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,5.0,155.75
2015-08-14,IBM,"KAVANAUGH, JAMES J",Senior Vice President,Phantom Stock Unit,A,5.0,155.75
2015-08-14,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Phantom Stock Unit,A,9.0,155.75
2015-08-11,IBM,"SCHROETER, MARTIN J",Sr. VP and CFO,Common Stock,A,444.2322,155.51
2015-08-11,IBM,"SCHROETER, MARTIN J",Sr. VP and CFO,Phantom Stock Unit,A,2723.0,155.51
2015-08-10,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Common Stock,D,400.0,157.23
2015-08-10,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Common Stock,D,650.0,157.24
2015-08-10,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Common Stock,D,200.0,157.25
2015-08-10,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Common Stock,D,751.0,157.26
2015-08-10,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Common Stock,D,3999.0,157.22
2015-08-06,IBM,"KAVANAUGH, JAMES J",Senior Vice President,Phantom Stock Unit,A,35.0,0.0
2015-08-06,IBM,"KELLY, JOHN E III",Senior Vice President,Phantom Stock Unit,A,81.0,0.0
2015-08-06,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,45.0,0.0
2015-08-06,IBM,"KRISHNA, ARVIND",Senior Vice President,Phantom Stock Unit,A,102.0,0.0
2015-08-06,IBM,"LEBLANC, ROBERT J.",Senior Vice President,Phantom Stock Unit,A,115.0,0.0
2015-08-06,IBM,"MILLS, STEVEN A",Executive Vice President,Common Stock,D,10.0,0.0
2015-08-06,IBM,"MILLS, STEVEN A",Executive Vice President,Common Stock,D,20.0,0.0
2015-08-06,IBM,"ARNOLD, COLLEEN F.",Senior Vice President,Phantom Stock Unit,A,42.0,0.0
2015-08-06,IBM,"GHERSON, DIANE J",Senior Vice President,Phantom Stock Unit,A,15.0,0.0
2015-08-06,IBM,"IWATA, JON C",Senior Vice President,Phantom Stock Unit,A,46.0,0.0
2015-08-06,IBM,"MILLS, STEVEN A",Executive Vice President,Phantom Stock Unit,A,41.0,0.0
2015-08-06,IBM,"RHODIN, MICHAEL D.",Senior Vice President,Phantom Stock Unit,A,120.0,0.0
2015-08-06,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Phantom Stock Unit,A,129.0,0.0
2015-08-06,IBM,"ROSAMILIA, THOMAS W",Senior Vice President,Phantom Stock Unit,A,12.0,0.0
2015-08-06,IBM,"SCHROETER, MARTIN J",Sr. VP and CFO,Phantom Stock Unit,A,60.0,0.0
2015-08-06,IBM,"SUTULA, STANLEY J III","VP, Controller",Phantom Stock Unit,A,6.0,0.0
2015-08-06,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Phantom Stock Unit,A,120.0,0.0
2015-08-05,IBM,"MILLS, STEVEN A",Executive Vice President,Common Stock,D,600.0,0.0
2015-07-31,IBM,"KAVANAUGH, JAMES J",Senior Vice President,Phantom Stock Unit,A,5.0,161.99
2015-07-31,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Phantom Stock Unit,A,9.0,161.99
2015-07-31,IBM,"RHODIN, MICHAEL D.",Senior Vice President,Common Stock,D,2600.0,161.6261
2015-07-31,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,5.0,161.99
2015-07-31,IBM,"RHODIN, MICHAEL D.",Senior Vice President,Common Stock,D,100.0,161.64
2015-07-31,IBM,"RHODIN, MICHAEL D.",Senior Vice President,Phantom Stock Unit,A,10.0,161.99
2015-07-31,IBM,"RHODIN, MICHAEL D.",Senior Vice President,Common Stock,D,300.0,161.65
2015-07-28,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,640.0,0.0
2015-07-24,IBM,"ARNOLD, COLLEEN F.",Senior Vice President,Common Stock,A,1560.0,82.76
2015-07-24,IBM,"ARNOLD, COLLEEN F.",Senior Vice President,Emp. Stock Option (right to buy),D,1560.0,0.0
2015-07-24,IBM,"ARNOLD, COLLEEN F.",Senior Vice President,Common Stock,A,1172.0,102.8
2015-07-24,IBM,"ARNOLD, COLLEEN F.",Senior Vice President,Emp. Stock Option (right to buy),D,1172.0,0.0
2015-07-22,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,314.0,0.0
2015-07-15,IBM,"KAVANAUGH, JAMES J",Senior Vice President,Phantom Stock Unit,A,5.0,168.53
2015-07-15,IBM,"RHODIN, MICHAEL D.",Senior Vice President,Phantom Stock Unit,A,10.0,168.53
2015-07-15,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Phantom Stock Unit,A,8.0,168.53
2015-07-15,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,5.0,168.53
2015-06-30,IBM,"RHODIN, MICHAEL D.",Senior Vice President,Phantom Stock Unit,A,8.0,162.66
2015-06-30,IBM,"MCNERNEY, W JAMES JR",Director,Promised Fee Share,A,462.0,162.66
2015-06-30,IBM,"LIVERIS, ANDREW N",Director,Promised Fee Share,A,462.0,162.66
2015-06-30,IBM,"JACKSON, SHIRLEY A",Director,Promised Fee Share,A,492.0,162.66
2015-06-30,IBM,"GORSKY, ALEX",Director,Promised Fee Share,A,462.0,162.66
2015-06-30,IBM,"FARR, DAVID N",Director,Promised Fee Share,A,277.0,162.66
2015-06-30,IBM,"OWENS, JAMES W",Director,Promised Fee Share,A,277.0,162.66
2015-06-30,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Phantom Stock Unit,A,8.0,162.66
2015-06-30,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,5.0,162.66
2015-06-30,IBM,"KAVANAUGH, JAMES J",Senior Vice President,Phantom Stock Unit,A,5.0,162.66
2015-06-30,IBM,"VOSER, PETER R.",Director,Promised Fee Share,A,462.0,162.66
2015-06-30,IBM,"TAUREL, SIDNEY",Director,Promised Fee Share,A,492.0,162.66
2015-06-30,IBM,"SPERO, JOAN E",Director,Promised Fee Share,A,462.0,162.66
2015-06-30,IBM,"ESKEW, MICHAEL L",Director,Promised Fee Share,A,538.0,162.66
2015-06-30,IBM,"CHENAULT, KENNETH I",Director,Promised Fee Share,A,462.0,162.66
2015-06-30,IBM,"BRODY, WILLIAM R MD PHD",Director,Promised Fee Share,A,462.0,162.66
2015-06-30,IBM,"BELDA, ALAIN J P",Director,Promised Fee Share,A,462.0,162.66
2015-06-15,IBM,"KAVANAUGH, JAMES J",Senior Vice President,Phantom Stock Unit,A,5.0,166.26
2015-06-15,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Phantom Stock Unit,A,8.0,166.26
2015-06-15,IBM,"RHODIN, MICHAEL D.",Senior Vice President,Phantom Stock Unit,A,8.0,166.26
2015-06-15,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,5.0,166.26
2015-06-09,IBM,"JETTER, MARTIN",Senior Vice President,Common Stock,A,111.0,0.0
2015-06-09,IBM,"BROWDY, MICHELLE H",Senior Vice President,Common Stock,A,382.0,0.0
2015-06-09,IBM,"BROWDY, MICHELLE H",Senior Vice President,Common Stock,D,142.0,164.69
2015-06-09,IBM,"BROWDY, MICHELLE H",Senior Vice President,Rst. Stock Unit,D,382.0,0.0
2015-06-09,IBM,"JETTER, MARTIN",Senior Vice President,Common Stock,D,40.0,164.69
2015-06-09,IBM,"JETTER, MARTIN",Senior Vice President,Rst. Stock Unit,D,111.0,0.0
2015-06-09,IBM,"SUTULA, STANLEY J III","VP, Controller",Common Stock,A,382.0,0.0
2015-06-09,IBM,"SUTULA, STANLEY J III","VP, Controller",Common Stock,D,141.0,164.69
2015-06-09,IBM,"SUTULA, STANLEY J III","VP, Controller",Rst. Stock Unit,D,382.0,0.0
2015-06-08,IBM,"SUTULA, STANLEY J III","VP, Controller",Common Stock,D,81.0,166.095
2015-06-08,IBM,"JETTER, MARTIN",Senior Vice President,Common Stock,A,99.0,0.0
2015-06-08,IBM,"JETTER, MARTIN",Senior Vice President,Common Stock,A,68.0,0.0
2015-06-08,IBM,"GHERSON, DIANE J",Senior Vice President,Common Stock,A,468.0,0.0
2015-06-08,IBM,"BROWDY, MICHELLE H",Senior Vice President,Rst. Stock Unit,D,359.0,0.0
2015-06-08,IBM,"SUTULA, STANLEY J III","VP, Controller",Common Stock,D,84.0,166.095
2015-06-08,IBM,"GHERSON, DIANE J",Senior Vice President,Common Stock,A,572.0,0.0
2015-06-08,IBM,"SUTULA, STANLEY J III","VP, Controller",Rst. Stock Unit,D,227.0,0.0
2015-06-08,IBM,"BROWDY, MICHELLE H",Senior Vice President,Rst. Stock Unit,D,327.0,0.0
2015-06-08,IBM,"GHERSON, DIANE J",Senior Vice President,Rst. Stock Unit,D,468.0,0.0
2015-06-08,IBM,"GHERSON, DIANE J",Senior Vice President,Rst. Stock Unit,D,572.0,0.0
2015-06-08,IBM,"BROWDY, MICHELLE H",Senior Vice President,Common Stock,A,327.0,0.0
2015-06-08,IBM,"BROWDY, MICHELLE H",Senior Vice President,Common Stock,A,359.0,0.0
2015-06-08,IBM,"BROWDY, MICHELLE H",Senior Vice President,Common Stock,D,121.0,166.095
2015-06-08,IBM,"BROWDY, MICHELLE H",Senior Vice President,Common Stock,D,133.0,166.095
2015-06-08,IBM,"JETTER, MARTIN",Senior Vice President,Rst. Stock Unit,D,519.0,0.0
2015-06-08,IBM,"JETTER, MARTIN",Senior Vice President,Rst. Stock Unit,D,99.0,0.0
2015-06-08,IBM,"JETTER, MARTIN",Senior Vice President,Rst. Stock Unit,D,68.0,0.0
2015-06-08,IBM,"GHERSON, DIANE J",Senior Vice President,Common Stock,D,210.0,166.095
2015-06-08,IBM,"GHERSON, DIANE J",Senior Vice President,Common Stock,D,174.0,166.095
2015-06-08,IBM,"JETTER, MARTIN",Senior Vice President,Common Stock,D,36.0,166.095
2015-06-08,IBM,"JETTER, MARTIN",Senior Vice President,Common Stock,D,25.0,166.095
2015-06-08,IBM,"SUTULA, STANLEY J III","VP, Controller",Rst. Stock Unit,D,218.0,0.0
2015-06-08,IBM,"SUTULA, STANLEY J III","VP, Controller",Rst. Stock Unit,A,1583.0,0.0
2015-06-08,IBM,"SUTULA, STANLEY J III","VP, Controller",Common Stock,A,218.0,0.0
2015-06-08,IBM,"SUTULA, STANLEY J III","VP, Controller",Common Stock,A,227.0,0.0
2015-06-07,IBM,"BROWDY, MICHELLE H",Senior Vice President,Rst. Stock Unit,D,342.0,0.0
2015-06-07,IBM,"SUTULA, STANLEY J III","VP, Controller",Common Stock,A,221.0,0.0
2015-06-07,IBM,"SUTULA, STANLEY J III","VP, Controller",Common Stock,D,82.0,167.97
2015-06-07,IBM,"BROWDY, MICHELLE H",Senior Vice President,Common Stock,A,342.0,0.0
2015-06-07,IBM,"SUTULA, STANLEY J III","VP, Controller",Rst. Stock Unit,D,221.0,0.0
2015-06-07,IBM,"JETTER, MARTIN",Senior Vice President,Rst. Stock Unit,D,65.0,0.0
2015-06-07,IBM,"JETTER, MARTIN",Senior Vice President,Common Stock,D,24.0,167.97
2015-06-07,IBM,"JETTER, MARTIN",Senior Vice President,Common Stock,A,65.0,0.0
2015-06-07,IBM,"BROWDY, MICHELLE H",Senior Vice President,Common Stock,D,127.0,167.97
2015-05-29,IBM,"KAVANAUGH, JAMES J",Senior Vice President,Phantom Stock Unit,A,5.0,169.65
2015-05-29,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Phantom Stock Unit,A,8.0,169.65
2015-05-29,IBM,"RHODIN, MICHAEL D.",Senior Vice President,Phantom Stock Unit,A,8.0,169.65
2015-05-29,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,5.0,169.65
2015-05-15,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,5.0,173.26
2015-05-15,IBM,"MILLS, STEVEN A",Executive Vice President,Phantom Stock Unit,D,28171.0,173.26
2015-05-15,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Phantom Stock Unit,A,8.0,173.26
2015-05-15,IBM,"KAVANAUGH, JAMES J",Senior Vice President,Phantom Stock Unit,A,5.0,173.26
2015-05-15,IBM,"RHODIN, MICHAEL D.",Senior Vice President,Phantom Stock Unit,A,8.0,173.26
2015-05-15,IBM,"MILLS, STEVEN A",Executive Vice President,Common Stock,D,7266.2839,173.26
2015-05-15,IBM,"MILLS, STEVEN A",Executive Vice President,Phantom Stock Unit,D,33110.0,173.26
2015-05-13,IBM,"CLEMENTI, ERICH",Senior Vice President,Common Stock,D,1000.0,172.56
2015-05-13,IBM,"CLEMENTI, ERICH",Senior Vice President,Common Stock,D,500.0,172.57
2015-05-13,IBM,"CLEMENTI, ERICH",Senior Vice President,Common Stock,D,3000.0,172.572
2015-05-13,IBM,"CLEMENTI, ERICH",Senior Vice President,Common Stock,D,900.0,172.54
2015-05-07,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,5000.0,171.6628
2015-05-06,IBM,"KELLY, JOHN E III",Senior Vice President,Phantom Stock Unit,A,74.0,0.0
2015-05-06,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Phantom Stock Unit,A,109.0,0.0
2015-05-06,IBM,"SUTULA, STANLEY J III","VP, Controller",Phantom Stock Unit,A,5.0,0.0
2015-05-06,IBM,"MILLS, STEVEN A",Executive Vice President,Phantom Stock Unit,A,251.0,0.0
2015-05-06,IBM,"ARNOLD, COLLEEN F.",Senior Vice President,Phantom Stock Unit,A,39.0,0.0
